record_id,system_name,system_type,state_or_region,latitude,longitude,coordinate_status,ecological_region,annual_rainfall_mm_est,soil_type,water_harvesting_principle,cultural_environmental_reason,primary_purpose,advantages,current_condition,maintenance_model,revival_efforts,government_initiatives,groundwater_recharge_potential,water_storage_type,community_management,climate_resilience_score,sustainability_score,data_source_type,contributor,image_url,contextual_details,source_reference,cluster,cluster_name
IWMS067,Jhalara - representative site 67,Jhalara,Rajasthan,26.22706,72.93839,Representative regional coordinate - VERIFY before publication,Arid/Semi-arid,697,Sandy/loamy,Stepped masonry reservoir provides access to stored water/groundwater,community and cultural use in dry climate,Community water / cultural use,water access; shade; durable masonry,Unknown,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Integrated,Low,69.1,61.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS068,Baoli/Baori - representative site 68,Baoli/Baori,Rajasthan,26.2389,72.95359,Representative regional coordinate - VERIFY before publication,Arid/Semi-arid,518,Sandy/loamy,Stepped well provides access to deep water,hot climate; settlement water supply,Drinking water / community use,storage/access; cooling; community use,Partially functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Integrated,Moderate,62.7,51.2,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS069,Ahar-Pyne - representative site 69,Ahar-Pyne,Bihar,24.80727,84.94636,Representative regional coordinate - VERIFY before publication,Sub-humid monsoon,1201,Alluvial,Pynes divert floodwater into ahar storage basins and fields,seasonal floods and agriculture in South Bihar,Irrigation / floodwater management,flood management; irrigation; silt deposition,Needs restoration,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Underground,Moderate,69.4,70.2,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,5,Cluster 5 - High Rainfall
IWMS070,Kuhl - representative site 70,Kuhl,Himachal Pradesh,31.70254,77.19992,Representative regional coordinate - VERIFY before publication,Mountain,1029,Mountain/alluvial,Gravity channel diverts stream/snowmelt water to fields,mountain terrain; seasonal flows,Irrigation,gravity irrigation; low energy,Functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Groundwater-linked,Unknown,59.1,75.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,7,Cluster 7 - Moderate Rainfall
IWMS071,Apatani - representative site 71,Apatani,Arunachal Pradesh,27.43294,93.76824,Representative regional coordinate - VERIFY before publication,Humid mountain,1990,Mountain/lateritic,Terraced fields regulate/reuse stream water for integrated agriculture,high rainfall; valley agriculture,Integrated agriculture,water efficiency; erosion control; integrated farming,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Underground,Unknown,59.6,63.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
IWMS072,Zabo - representative site 72,Zabo,Nagaland,25.56568,94.11802,Representative regional coordinate - VERIFY before publication,Humid mountain,2090,Mountain/lateritic,Runoff from forested hills collected and routed through ponds/fields,high rainfall; steep terrain; integrated farming,Agriculture / livestock,multi-use water; erosion control; reuse,Functional,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Integrated,Low,58.4,79.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
IWMS073,Bamboo Drip Irrigation - representative site 73,Bamboo Drip Irrigation,Meghalaya,25.51957,91.90394,Representative regional coordinate - VERIFY before publication,Humid mountain,1926,Mountain/lateritic,Bamboo channels convey small controlled flows from springs/streams,steep terrain; smallholder agriculture,Smallholder irrigation,low-cost; gravity-fed; precise delivery,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Channel/diversion,Low,89.4,74.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
IWMS074,Kere - representative site 74,Kere,Karnataka,15.43761,75.66329,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,680,Red/black/alluvial,Village tank stores runoff for irrigation and recharge,seasonal rainfall; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Functional,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Underground,High,61.3,85.3,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS075,Kalyani - representative site 75,Kalyani,Karnataka,15.24172,75.60802,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,651,Red/black/alluvial,Masonry temple tank stores rain/runoff and interacts with groundwater,temple/community use; seasonal water,Community/cultural water,storage; cultural use; recharge,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Groundwater-linked,Low,83.3,60.2,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS076,Katta - representative site 76,Katta,Karnataka,15.36872,75.69897,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,769,Red/black/alluvial,Small check dam slows and stores stream/runoff,seasonal streams; agriculture,Irrigation / recharge,recharge; irrigation; low cost,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Groundwater-linked,Moderate,91.3,61.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS077,Eri - representative site 77,Eri,Tamil Nadu,11.20839,78.55714,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,734,Red/black/alluvial,Interconnected tank network stores monsoon runoff and releases it for irrigation,seasonal monsoon; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Needs restoration,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Underground,Unknown,92.7,53.0,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS078,Oorani - representative site 78,Oorani,Tamil Nadu,11.13011,78.65851,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,691,Red/black/alluvial,Village pond collects and stores rainwater,drinking/community water needs,Drinking water / community use,local storage; recharge,Functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Integrated,Low,56.0,86.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS079,Surangam - representative site 79,Surangam,Kerala,10.78494,76.31183,Representative regional coordinate - VERIFY before publication,Humid lateritic,2978,Lateritic,Horizontal groundwater tunnel drains water by gravity,lateritic hills; spring/groundwater access,Domestic water / irrigation,gravity supply; low evaporation; low energy,Functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Groundwater-linked,Unknown,75.8,84.7,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,3,Cluster 3 - Very High Rainfall
IWMS080,Korambu - representative site 80,Korambu,Kerala,10.83614,76.21676,Representative regional coordinate - VERIFY before publication,Humid monsoon,2998,Lateritic/alluvial,Temporary river-bank barrier diverts water toward fields,seasonal river flow; paddy farming,Paddy irrigation,low-cost diversion; irrigation,Unknown,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,Low,67.8,62.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,3,Cluster 3 - Very High Rainfall
IWMS081,Phad - representative site 81,Phad,Maharashtra,19.6551,75.6286,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,860,Red/black/alluvial,Diversion weir and channel network distributes river water to farm blocks,seasonal rivers; community irrigation,Irrigation,gravity irrigation; shared allocation,Unknown,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Channel/diversion,High,73.2,73.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS082,Bhandara - representative site 82,Bhandara,Maharashtra,19.70548,75.66759,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,856,Red/black/alluvial,Low diversion structure raises/diverts river water,seasonal river flows; agriculture,Irrigation,simple diversion; gravity irrigation,Functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Groundwater-linked,Low,79.9,82.7,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS083,Ramtek Model - representative site 83,Ramtek Model,Maharashtra,19.74964,75.69609,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,676,Red/black/alluvial,Tank cascade/catchment management stores and transfers runoff,monsoon variability; agriculture,Irrigation / recharge,storage cascade; recharge; runoff control,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Channel/diversion,Unknown,59.9,52.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS084,Pat System - representative site 84,Pat System,Madhya Pradesh,23.37356,77.43613,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,772,Red/black/alluvial,Small diversion structures route streamwater through channels to fields,hilly terrain; seasonal streams,Irrigation,gravity irrigation; low energy,Partially functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Integrated,Unknown,58.7,75.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS085,Chandela/Bundela Tank - representative site 85,Chandela/Bundela Tank,Madhya Pradesh,23.37814,77.5091,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,886,Red/black/alluvial,Large historic tanks capture monsoon runoff,Bundelkhand seasonality and agriculture,Irrigation / community water,storage; recharge; drought buffering,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Underground,Low,71.6,60.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS086,Virda - representative site 86,Virda,Gujarat,22.2558,71.18333,Representative regional coordinate - VERIFY before publication,Arid/coastal,533,Sandy/saline,Freshwater lenses in sandy terrain are accessed through shallow pits,Kutch water scarcity and saline surroundings,Drinking water,local freshwater access; simple construction,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Integrated,Moderate,89.6,71.3,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS087,Karez - representative site 87,Karez,Rajasthan,26.1963,73.0696,Representative regional coordinate - VERIFY before publication,Arid,356,Sandy/loamy,Underground gallery conveys groundwater by gravity,arid climate; evaporation reduction,Domestic water / irrigation,gravity supply; low evaporation,Needs restoration,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Underground,Unknown,89.6,54.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS088,Zing - representative site 88,Zing,Ladakh,34.13717,77.57624,Representative regional coordinate - VERIFY before publication,Cold arid,122,Sandy/gravelly,Small storage collects seasonal glacial/snowmelt water,cold-arid agriculture dependent on meltwater,Agriculture / settlement water,seasonal storage; gravity distribution,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Groundwater-linked,Moderate,77.9,76.7,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,7,Cluster 7 - Moderate Rainfall
IWMS089,Cheruvu - representative site 89,Cheruvu,Telangana/Andhra Pradesh,16.43605,80.71613,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,672,Red/black/alluvial,Village tank stores runoff for irrigation/recharge,seasonal rainfall; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Groundwater-linked,Unknown,93.6,61.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS090,Jackwell - representative site 90,Jackwell,Andaman & Nicobar,11.5803,92.85168,Representative regional coordinate - VERIFY before publication,Humid tropical,2839,Alluvial/lateritic,Tree/canopy runoff collected and conveyed to pits/wells,island settlements; heavy rainfall,Local water supply,simple collection; local supply,Unknown,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Channel/diversion,High,83.9,52.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,4,Cluster 4 - Very High Rainfall
IWMS091,Stepwell - representative site 91,Stepwell,Rajasthan,26.22839,73.03715,Representative regional coordinate - VERIFY before publication,Semi-arid,529,Sandy/loamy,Groundwater access via deep stepped masonry; rainwater infiltration/storage,"community water supply, shade, social/religious use",Drinking water / community use,water access; passive cooling; durable structure,Unknown,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Channel/diversion,High,89.1,50.3,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS092,Johad - representative site 92,Johad,Rajasthan,26.33456,73.08624,Representative regional coordinate - VERIFY before publication,Arid/Semi-arid,594,Sandy/loamy,Earthen check dam captures monsoon runoff and promotes aquifer recharge,seasonal rainfall; livestock; agriculture; community water security,Groundwater recharge / livestock / agriculture,low cost; recharge; soil moisture; drought resilience,Unknown,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Groundwater-linked,Low,94.9,64.2,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS093,Khadin - representative site 93,Khadin,Rajasthan,26.30922,72.98415,Representative regional coordinate - VERIFY before publication,Arid,275,Sandy/loamy,Earthen bund retains runoff on agricultural land and conserves soil moisture,very low rainfall; dryland farming,Dryland agriculture,runoff harvesting; crop moisture; no pumping required,Functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Underground,High,56.8,79.7,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS094,Tanka - representative site 94,Tanka,Rajasthan,26.32107,72.95041,Representative regional coordinate - VERIFY before publication,Arid,345,Sandy/loamy,Roof/courtyard runoff stored in underground tank,scarce rainfall; potable-water security,Drinking water / household storage,low evaporation; household storage; dry-season supply,Partially functional,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Integrated,Moderate,61.8,66.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS095,Kund - representative site 95,Kund,Rajasthan,26.14895,73.089,Representative regional coordinate - VERIFY before publication,Arid,408,Sandy/loamy,Catchment runoff directed into lined storage depression,desert settlements; rainfall scarcity,Drinking water / storage,protected storage; efficient collection,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Groundwater-linked,Moderate,73.4,80.0,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS096,Nadi - representative site 96,Nadi,Rajasthan,26.19095,72.94128,Representative regional coordinate - VERIFY before publication,Arid,252,Sandy/loamy,Village depression/pond stores seasonal runoff,livestock and village water needs,Livestock / community water,simple storage; recharge; multiple uses,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Underground,Low,80.6,52.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS097,Jhalara - representative site 97,Jhalara,Rajasthan,26.23183,72.94002,Representative regional coordinate - VERIFY before publication,Arid/Semi-arid,554,Sandy/loamy,Stepped masonry reservoir provides access to stored water/groundwater,community and cultural use in dry climate,Community water / cultural use,water access; shade; durable masonry,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Channel/diversion,Low,78.0,47.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS098,Baoli/Baori - representative site 98,Baoli/Baori,Rajasthan,26.36825,72.95086,Representative regional coordinate - VERIFY before publication,Arid/Semi-arid,602,Sandy/loamy,Stepped well provides access to deep water,hot climate; settlement water supply,Drinking water / community use,storage/access; cooling; community use,Functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,Low,86.0,79.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS099,Ahar-Pyne - representative site 99,Ahar-Pyne,Bihar,24.68523,85.07246,Representative regional coordinate - VERIFY before publication,Sub-humid monsoon,1012,Alluvial,Pynes divert floodwater into ahar storage basins and fields,seasonal floods and agriculture in South Bihar,Irrigation / floodwater management,flood management; irrigation; silt deposition,Partially functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Groundwater-linked,High,91.1,77.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,5,Cluster 5 - High Rainfall
